Probeset	Gene	Type	SP4plus 1	SP4plus 2	SP8plus 1	SP8plus 2
209185_s_at	IRS2	immunity	306.85	325.24	472.46	200.77
209186_at	ATP2A2	other	774.75	796.83	1318.5	483.05
209187_at	DR1	other	486.64	597.83	561.75	254.32
209188_x_at	DR1	other	993.26	784.75	796.74	350.88
209189_at	FOS	immunity	1463.8	903.93	1705.7	593.95
209190_s_at	DIAPH1	other	837.73	848.69	1422.9	563.04
209191_at	TUBB6	other	181.93	154.95	207.02	110.3
209192_x_at	KAT5	other	406.35	398.74	574.79	273.96
209193_at	PIM1	other	356.67	368.58	419.05	209.35
209194_at	CETN2	other	295.01	289.54	385.21	183.81
209195_s_at	ADCY6	immunity	232.31	198.42	271.89	136.89
209196_at	WDR46	other	300.47	274.91	423.35	187.14
209197_at	SYT11	other	199.2	161.84	266	132.77
209198_s_at	SYT11	other	147.59	129.82	198.22	104.59
209199_s_at	MEF2C	immunity	153.44	134.84	176.15	100.14
209200_at	MEF2C	immunity	165.66	129.51	192.12	100.16
209201_x_at	CXCR4	other	732.29	730.17	2480.1	1142
209202_s_at	EXTL3	other	218.85	224.12	299.15	151.43
209203_s_at	BICD2	other	265.45	209.44	324.55	146.05
209204_at	LMO4	other	145.43	118.16	175.9	95.31
209205_s_at	LMO4	other	280.31	291.14	375.53	188.55
209206_at	LOC102724364 /// SEC22B	other	214.02	260.21	330.28	181.77
209207_s_at	LOC100996517 /// LOC102724364 /// SEC22B	other	315.65	269.92	397.58	190.43
209208_at	MPDU1	other	455.28	343.07	526.05	205.9
209209_s_at	FERMT2	other	144.49	111.57	152.7	89.083
209210_s_at	FERMT2	other	122.66	98.734	137.22	81.17
209211_at	KLF5	other	117.05	100.55	124.87	76.424
209212_s_at	KLF5	other	166.42	139.44	173.16	100.53
209213_at	CBR1	other	250.6	241.58	297.68	158.47
209214_s_at	EWSR1	other	701.71	797.96	1318.2	462.24
209215_at	MFSD10	other	405.59	317.74	602.45	215.41
209216_at	WDR45	other	339.57	427.01	578.97	287.66
209217_s_at	WDR45	other	347.64	368.35	510.49	267.14
209218_at	SQLE	other	377.33	395.44	531.85	218.3
209219_at	MIR1236 /// NELFE	other	551.97	558.74	780.16	371.51
209220_at	GPC3	other	361.78	417.15	299.51	143.51
209221_s_at	OSBPL2	other	276.15	283.63	374.91	190.34
209222_s_at	OSBPL2	other	332.47	313.11	524.07	208.09
209223_at	NDUFA2	other	211.24	178.36	218.55	124.29
209224_s_at	NDUFA2	other	714.79	999.54	1148.5	623.09
209225_x_at	TNPO1	other	413.39	411.88	582.36	274.98
209226_s_at	TNPO1	other	453.73	220.48	718.31	160.07
209227_at	TUSC3	other	129.58	106.77	135.35	76.042
209228_x_at	TUSC3	other	306.52	274.42	292.02	153.27
209229_s_at	PPP6R1	other	498.83	447.08	824.65	300.31
209230_s_at	NUPR1	other	152.17	140.94	171.26	100.52
209231_s_at	DCTN5	other	306.1	248.36	367.71	143.66
209232_s_at	DCTN5	other	370.11	429.4	529.47	278.29
209233_at	EMG1	other	423.75	543.52	623.07	325.69
209234_at	KIF1B	other	211.83	187.11	246.96	116.82
209235_at	CLCN7	other	367.88	317.9	496.52	208.92
209236_at	SLC23A2	other	260.45	269.33	418.18	166.74
209237_s_at	SLC23A2	other	249.3	181.07	301.1	130.72
209238_at	STX3	other	247.23	221.93	301.38	134.97
209239_at	NFKB1	immunity	581.25	492.01	773.2	301.31
209240_at	OGT	other	1392.9	1476.1	2526.2	1021.6
209241_x_at	MINK1	other	290.87	279.06	396.71	182.83
209242_at	PEG3	other	148.5	117.68	153.77	86.742
209243_s_at	PEG3	other	118.46	86.054	117.66	70.439
209244_s_at	KIF1C	other	210.19	196	255.22	132.62
209245_s_at	---	other	150.89	130.16	159.81	91.869
209246_at	ABCF2	other	208.55	194.78	257.81	136.85
209247_s_at	ABCF2	other	356.25	347.67	498.25	235.47
209248_at	GHITM	other	639.41	601.63	847.24	407.5
209249_s_at	GHITM	other	1214.6	1329.2	1817.8	816.59
209250_at	DEGS1	other	251.44	301.85	349.7	190.36
209251_x_at	TUBA1C	other	2492.8	3142	3969	1704.7
209252_at	HARS2	other	394.26	402.04	607.81	296.17
209253_at	SORBS3	other	290.73	252.66	327.03	185.39
209254_at	KLHDC10	other	243.85	321.45	313.23	217.89
209255_at	KLHDC10	other	256.43	247.69	369.95	162.33
209256_s_at	KLHDC10	other	298.34	337.42	484.49	222.32
209257_s_at	SMC3	other	303.99	244.6	291.86	163.18
209258_s_at	SMC3	other	176.16	195.84	192.2	128.18
209259_s_at	SMC3	other	339.35	343.86	414.76	228.27
209260_at	SFN	other	232.16	186.18	268.56	135.97
209261_s_at	NR2F6	other	157.56	144.92	184.37	107.6
209262_s_at	NR2F6	other	230.22	253.52	255.85	156.41
209263_x_at	TSPAN4	other	248.45	192.69	295.88	149.17
209264_s_at	TSPAN4	other	176.39	139.31	203.81	105.81
209265_s_at	METTL3	other	649.89	752.66	1159.1	546.32
209266_s_at	SLC39A8	other	136.99	121.73	159.96	101.93
209267_s_at	SLC39A8	other	285.37	320.14	398.72	210.22
209268_at	VPS45	other	309.45	351.04	401.93	210.8
209269_s_at	SYK	immunity	183.48	156.01	203.68	105.16
209270_at	LAMB3	other	173.29	128.35	198.57	101.28
209271_at	BPTF	other	574.84	381.19	701.01	283.86
209272_at	NAB1	other	326.68	415.43	483.26	266.42
209273_s_at	ISCA1	other	275.48	237.97	319.13	168.09
209274_s_at	ISCA1	other	300.82	331.35	466.42	220.16
209275_s_at	CLN3	other	430.55	417.45	628.25	279.25
209276_s_at	GLRX	other	533.59	602.27	612.76	343.69
209277_at	TFPI2	other	128.56	106.1	133.09	82.48
209278_s_at	TFPI2	other	137.81	114.28	148.03	80.966
209279_s_at	NSDHL	other	186.01	181.25	240.05	127.99
209280_at	MRC2	other	326.91	290.68	444.93	206.87
209281_s_at	ATP2B1	other	359.26	378.65	419.71	205.46
209282_at	PRKD2	immunity	586.85	619.34	915.68	361.3
209283_at	CRYAB	other	210.71	161.97	218.8	119.78
209284_s_at	FAM208A	other	436.22	465.75	676.19	291.4
209285_s_at	FAM208A	other	364.66	501.34	589.7	315.55
209286_at	CDC42EP3	other	177.5	163.24	274.48	122.16
209287_s_at	CDC42EP3	other	227.05	196.68	290.22	159.11
209288_s_at	CDC42EP3	other	156.88	164.59	293.98	143.94
209289_at	NFIB	other	126.69	99.96	143.93	75.479
209290_s_at	NFIB	other	129.81	108.64	151.59	87.255
209291_at	ID4	other	125.87	98.784	127.88	79.847
209292_at	ID4	other	108.98	82.175	110.53	69.578
209293_x_at	ID4	other	191.63	164.63	215.55	117.77
209294_x_at	TNFRSF10B	other	226.11	171.69	227.23	119.42
209295_at	TNFRSF10B	other	214.8	199.2	196.23	96.311
209296_at	PPM1B	other	575.41	662.09	1060	420.15
209297_at	ITSN1	other	195.26	153.49	215.33	112.44
209298_s_at	ITSN1	other	115.21	92.2	116.31	67.895
209299_x_at	PPIL2	other	361.72	309.86	488.91	228.68
209300_s_at	NECAP1	other	340.49	340.66	540.03	245.48
209301_at	CA2	other	254.05	226	208.56	102.33
209302_at	POLR2H	immunity	609.07	729.16	875.37	470.05
209303_at	NDUFS4	other	425.57	475.63	565.11	286.5
209304_x_at	GADD45B	other	531.22	518.36	509.22	253.59
209305_s_at	GADD45B	other	484.35	361.06	388.88	179.48
209306_s_at	SWAP70	other	182.06	147.12	178.94	97.525
209307_at	SWAP70	other	168.09	160.08	177.73	92.232
209308_s_at	BNIP2	other	346.65	344.44	451.93	228.58
209309_at	AZGP1	immunity	123.19	102.71	131.67	79.674
209310_s_at	CASP4	other	300.09	357.63	491.38	271.17
209311_at	BCL2L2	other	192.6	160.33	247.06	123.92
209312_x_at	HLA-DQB1 /// HLA-DRB1 /// HLA-DRB4 /// HLA-DRB5 /// LOC100996809 /// LOC101060835	immunity	314.63	296.23	678.92	216.88
209313_at	GPN1	other	474.75	551.84	775.95	356.97
209314_s_at	HBS1L	other	166.73	161.17	260.3	117.4
209315_at	HBS1L	other	178.63	149.12	250.9	102.4
209316_s_at	HBS1L	other	389.39	348.1	777.44	230.9
209317_at	POLR1C	immunity	261.15	270.88	376.19	201.48
209318_x_at	PLAGL1	other	155.65	124.89	218.62	114.33
209320_at	ADCY3	immunity	268.33	264.31	389.72	189.35
209321_s_at	ADCY3	immunity	205.08	173.65	321.61	128.15
209322_s_at	SH2B1	other	371.55	340.45	522.86	230.89
209323_at	PRKRIR	other	481.99	549.5	858.46	371.92
209324_s_at	RGS16	other	214.81	189.95	281.46	140.87
209325_s_at	RGS16	other	209.08	175.97	272.71	134.14
209326_at	SLC35A2	other	261.98	244.96	357.12	170.56
209327_s_at	NOP16	immunity	162.87	139.73	199.09	96.552
209328_x_at	HIGD2A	other	219.18	208.65	255.21	160.01
209329_x_at	HIGD2A	other	1336.2	1481.3	1910.5	997.99
209330_s_at	HNRNPD	other	523.13	594.05	781.29	335.02
209331_s_at	MAX	other	665.72	535.55	1004.4	361.38
209332_s_at	MAX	other	899.77	1210.6	1721.1	829.96
209333_at	ULK1	other	302.49	267.23	399.09	173.2
209334_s_at	PSMD9	other	185.35	159.74	227.56	109.98
209335_at	DCN	other	143.15	110.3	150.79	82.371
209336_at	PWP2	other	363.86	383.03	541.25	265.73
209337_at	PSIP1	other	1053.6	1055.4	1319.4	618.77
209338_at	TFCP2	other	359.13	375.24	466.9	233.35
209339_at	SIAH2	other	426.22	454.74	516.71	234.11
209340_at	UAP1	other	239.28	265.33	292.28	152.03
209341_s_at	IKBKB	immunity	388.15	490.27	710.1	309.64
209342_s_at	IKBKB	immunity	322.64	272.9	452.33	183.65
209343_at	EFHD1	other	232.81	183.84	277.75	135.67
209344_at	TPM4	other	256.99	207.52	260.77	133.9
209345_s_at	PI4K2A	other	268.09	266	404.44	171.8
209346_s_at	PI4K2A	other	274.73	209.27	328.89	152.81
209347_s_at	MAF	other	133.93	115.24	139.09	84.873
209348_s_at	MAF	other	184.36	149.18	196.65	109.79
209349_at	RAD50	other	199.66	166.93	277.65	115.6
209350_s_at	GPS2	other	548.25	532.88	796.89	338.78
209351_at	KRT14	other	147.25	125.63	159.65	94.863
209352_s_at	SIN3B	other	293.22	228.29	366.5	154.13
209353_s_at	---	other	173.2	140.71	202.03	103.8
209354_at	TNFRSF14	immunity	459.07	523.53	714.03	313.86
209355_s_at	PPAP2B	other	180.29	150.11	157.03	84.949
209356_x_at	EFEMP2	other	190.78	156.82	227.65	118.63
209357_at	CITED2	other	216.26	199.11	293.88	146
209358_at	TAF11	other	279.4	314.39	443.13	195.45
209359_x_at	LOC100506403 /// LOC101928269 /// RUNX1	other	198.31	168.5	240.31	114.54
209360_s_at	LOC100506403 /// LOC101928269 /// RUNX1	other	793.71	825.83	979.11	447.93
209361_s_at	PCBP4	other	256.64	239.58	371.46	180.1
209362_at	LOC101928625 /// MED21	other	205.68	239.91	300.8	148.78
209363_s_at	LOC101928625 /// MED21	other	199.97	163.16	216.99	111.6
209364_at	BAD	immunity	268.57	249.21	347.34	184.04
209365_s_at	ECM1	immunity	210.22	197.77	266.29	137.47
209366_x_at	CYB5A	other	349.14	449.91	783.98	346.49
209367_at	STXBP2	other	470.02	376.43	604.45	205.39
209368_at	EPHX2	other	400.32	489.86	552.17	241.94
209369_at	ANXA3	other	124.8	110.06	123.26	76.207
209370_s_at	SH3BP2	other	311.31	281.37	430.21	197.58
209371_s_at	SH3BP2	other	207.08	186.13	285.73	124.43
209372_x_at	TUBB2A /// TUBB2B	other	200.51	164.15	250.23	119.36
209373_at	MALL	other	186.32	150.33	205.58	105.18
209374_s_at	IGHM	immunity	210.2	185.06	393.68	193.41
209375_at	XPC	other	464.85	472.69	719.23	309.51
209376_x_at	SCAF11	other	613.39	655.84	834.94	375.31
209377_s_at	HMGN3	other	865.9	926.1	1427.4	633.39
209378_s_at	CCSER2	other	347.81	303.82	426.55	198.08
209379_s_at	CCSER2	other	272.67	359.34	564.38	232.72
209380_s_at	ABCC5	other	386.59	368.6	466.24	223.09
209381_x_at	SF3A2	other	297.06	267.02	358.67	185.15
209382_at	POLR3C	immunity	239.86	213.3	303.18	160.14
209383_at	DDIT3	other	307.1	304.06	383.69	210.98
209384_at	PROSC	other	467.23	469.82	717.32	274.48
209385_s_at	PROSC	other	413.71	435.03	578.22	261.83
209386_at	TM4SF1	other	160	137.93	187.23	97.216
209387_s_at	TM4SF1	other	135.53	105.93	144.51	82.959
209388_at	PAPOLA	other	302.07	314.6	391.29	220.52
209389_x_at	DBI	other	727.5	852.34	1210.8	527.99
209390_at	TSC1	other	407.98	437.18	652.5	277.28
209391_at	DPM2	other	309.24	304.93	418.15	198.25
209392_at	ENPP2	immunity	185.29	193.79	249.19	127.15
209393_s_at	EIF4E2	other	386.43	345.45	452.21	230.26
209394_at	ASMTL	other	431.8	434.6	571.96	261.46
209395_at	CHI3L1	other	142.83	111.03	150.4	89.025
209396_s_at	CHI3L1	other	183.34	145.18	189.17	112.44
209397_at	ME2	other	736.44	806.93	1014.3	460.7
209398_at	HIST1H1C	other	373.32	358.18	446.19	224.89
209399_at	HLCS	other	183.74	176.16	246.2	119.54
209400_at	SLC12A4	other	159.45	137.05	178.44	96.055
209401_s_at	SLC12A4	other	169.93	146.55	183.27	104.42
209402_s_at	SLC12A4	other	294.45	215.15	361.66	157.05
209403_at	LOC101060321 /// LOC101060351 /// LOC101060376 /// LOC101060389 /// LOC102723859 /// LOC102724862 /// TBC1D3 /// TBC1D3C /// TBC1D3F /// TBC1D3H	other	529.67	521.83	882.4	335.57
209404_s_at	TMED7 /// TMED7-TICAM2	immunity	279.13	247.96	351.49	178.67
209405_s_at	FAM3A	other	246.14	270.63	362.65	196.8
209406_at	BAG2	other	147.73	131.38	178.16	96.083
209407_s_at	DEAF1	other	338.44	337.75	411.6	217
209408_at	KIF2C	other	223.77	250.68	257.5	144.66
209409_at	GRB10	other	229.3	251.1	253	123.57
209410_s_at	GRB10	other	243.55	191.07	250.72	127.99
209411_s_at	GGA3	other	418.75	481.62	595.45	317.22
209412_at	LOC102724200 /// TRAPPC10	other	275.84	286.1	423.51	182.23
209413_at	B4GALT2	other	213.06	197.52	255.65	139.74
209414_at	FZR1	other	170.77	161.77	203.06	115.52
209415_at	FZR1	other	253.09	211.35	318.83	159.11
209416_s_at	FZR1	other	315.82	289.13	397.02	200.02
209417_s_at	IFI35	immunity	475.17	516.54	709.93	333.27
209418_s_at	THOC5	other	296.64	279.67	461.15	202.4
209419_at	THOC5	other	135.62	110.43	143.47	87.006
209420_s_at	SMPD1	other	596.11	676.94	919.26	466.15
209421_at	MSH2	immunity	367.97	410.89	641.72	297.72
209422_at	PHF20	other	245.21	280.04	387.7	188.71
209423_s_at	PHF20	other	245.86	230.26	293.48	153.64
209424_s_at	AMACR /// C1QTNF3-AMACR	other	165.78	146.83	183.7	107.18
209425_at	AMACR /// C1QTNF3-AMACR	other	149.92	135.11	175.23	97.801
209426_s_at	AMACR /// C1QTNF3-AMACR	other	194.32	186.93	244.59	124.43
209427_at	SMTN	other	166.56	145.17	181.25	104.54
209428_s_at	ZFPL1	other	294.91	244.57	394.88	167.83
209429_x_at	EIF2B4	other	385.66	517.36	612.1	350.35
209430_at	BTAF1	other	396.59	477.5	687.2	337.99
209431_s_at	PATZ1	other	302.14	376.87	567.67	268.34
209432_s_at	CREB3	other	378.82	366.79	466.62	229.08
209433_s_at	PPAT	other	286.17	253.89	380.18	186.5
209434_s_at	PPAT	other	186.25	175.38	245.88	122.65
209435_s_at	ARHGEF2	immunity	589.43	612.25	907.27	381.01
209436_at	SPON1	other	449.53	495.92	508.61	266.26
209437_s_at	SPON1	other	258.87	192.56	266.72	126.5
209438_at	PHKA2	other	204.93	230.85	295.32	171.39
209439_s_at	PHKA2	other	413.13	401.02	579.08	304.83
209440_at	PRPS1	other	697.6	734.71	1331.4	448
209441_at	RHOBTB2	other	252.21	212.5	304.02	134.5
209442_x_at	ANK3	other	243.36	187.02	230.47	118.01
209443_at	SERPINA5	other	192.39	159.64	209.58	115.73
209444_at	RAP1GDS1	other	358.49	443.29	504.44	227.35
209445_x_at	COA1	other	694.28	655.55	1080.8	563.86
209446_s_at	---	other	139.55	125.03	180.91	89.346
209447_at	SYNE1	other	728.54	770.12	1241.8	513.96
209448_at	HTATIP2	other	258.54	320.24	340.69	197.93
209449_at	LSM2	other	325.61	405.63	604.86	328.36
209450_at	OSGEP	other	399.05	334.31	571.67	227.86
209451_at	TANK	immunity	248.76	237.48	261.69	142.3
209452_s_at	VTI1B	other	409.11	295.21	611.29	204.39
209453_at	SLC9A1	other	377.09	342.79	537.97	238.46
209454_s_at	TEAD3	other	150.18	126.64	162.19	95.866
209455_at	FBXW11	other	259.98	295.69	455.51	189.77
209456_s_at	FBXW11	other	219.09	160.99	269.3	117.7
209457_at	DUSP5	other	198.17	199.24	233.81	114.7
209458_x_at	HBA1 /// HBA2	other	217.52	228.8	263.85	140.5
209459_s_at	ABAT	other	253.39	226.28	277.19	133.27
209460_at	ABAT	other	256.86	238.32	304.54	146.31
209461_x_at	WDR18	other	314.87	286.53	392.88	198.65
209462_at	APLP1	other	179.35	174.04	218.47	118.66
209463_s_at	TAF12	other	306.3	311.31	402.35	209.74
209464_at	AURKB	other	162.73	152.88	187.76	110.68
209465_x_at	PTN	other	128.6	103.66	137.33	82.544
209466_x_at	PTN	other	198.57	166.84	232.24	116.04
209467_s_at	MKNK1	other	486.79	422.41	654.01	308.55
209468_at	LRP5	other	197.85	164.89	258.88	123.49
209469_at	GPM6A	other	120.68	95.833	135.39	79.686
209470_s_at	GPM6A	other	131.29	106.44	142.14	81.163
209471_s_at	FNTA	other	475.4	483.12	636.33	296.4
209472_at	CCBL2	other	402.57	534.34	641.32	293.57
209473_at	ENTPD1	other	209.79	186.25	239.86	137.49
209474_s_at	ENTPD1	other	140.47	111.85	155.52	83.334
209475_at	MIR6125 /// USP15	other	392.6	430.51	450.28	215.03
209476_at	TMX1	other	567.01	651.18	791.71	362.08
209477_at	EMD	other	298.96	324.67	440.21	230.48
209478_at	STRA13	other	399.45	392.97	529.74	263.26
209479_at	CCDC28A	other	515.48	533.14	846.82	394.28
209480_at	HLA-DQB1	immunity	123.72	113.94	154.26	88.608
209481_at	SNRK	other	890.96	1073.4	1909.7	788.61
209482_at	POP7	other	402.8	437.35	506.68	264.45
209483_s_at	NSL1	other	134.71	115.35	147.95	82.456
209484_s_at	NSL1	other	396.79	530.25	581.21	324.01
209485_s_at	OSBPL1A	other	138.52	115.25	160.65	84.714
209486_at	UTP3	other	449.24	533.73	649.86	334.07
209487_at	RBPMS	other	148.89	120.94	168.97	89.313
209488_s_at	RBPMS	other	149.06	131.5	161.72	94.757
209489_at	CELF1	other	871.36	667.88	1301.2	440.54
209490_s_at	EGFL8 /// PPT2	other	386.91	345.33	526.82	258.39
209491_s_at	AMPD3 /// CAND1.11	other	205.53	157.34	220.79	115.59
209492_x_at	ATP5I	other	828.03	1055.8	1429.1	784.34
209493_at	PDZD2	other	129.58	102.67	136.52	78.376
209494_s_at	PATZ1	other	291.4	308.52	448.97	218.1
209495_at	CEP250	other	328.21	294.46	465.14	218.48
209496_at	RARRES2	other	208.74	186.05	245.89	148.02
209497_s_at	RBM4B	other	294.78	319.65	380.42	177.45
209498_at	CEACAM1	immunity	190.33	177.24	186.51	100.34
209499_x_at	TNFSF12-TNFSF13 /// TNFSF13	immunity	203.67	161.93	235.74	121.17
209500_x_at	TNFSF12-TNFSF13 /// TNFSF13	immunity	237.33	234.87	290.86	158.16
209501_at	CDR2 /// LOC101060399	other	721.3	752.31	796.81	390.15
209502_s_at	BAIAP2	immunity	239.64	192.03	277.3	147.03
209503_s_at	PSMC5	other	917.29	1006.7	1422.6	669.17
209504_s_at	PLEKHB1	other	303.21	361.95	344.35	186.51
209505_at	NR2F1	other	115.98	94.285	127.28	72.252
209506_s_at	NR2F1 /// NR2F2	other	215.59	182.19	231.94	143.08
209507_at	RPA3	other	492.02	466.82	595.34	303.51
209508_x_at	CFLAR	other	359.96	281.32	477.26	179.37
209509_s_at	DPAGT1	other	297.38	319.83	430.73	215.22
209510_at	RNF139	other	628.97	740.11	958.9	471.32
209511_at	POLR2F	immunity	332.91	368.37	456.51	258.06
209512_at	HSDL2	other	183.43	176.1	208.37	111.83
209513_s_at	HSDL2	other	289.09	329.18	387.54	208.07
209514_s_at	RAB27A	other	354.94	258.32	660.62	243.3
209515_s_at	RAB27A	other	401.33	388.61	908.88	391.37
209516_at	SMYD5	other	276.35	246.58	338.88	170.39
209517_s_at	ASH2L	other	619.33	558.06	801.27	364.76
209518_at	SMARCD1	other	399.61	364.71	555.82	243.4
209519_at	NCBP1	other	131.15	97.214	140.52	83.45
209520_s_at	NCBP1	other	252.66	252.82	346.62	159.42
209521_s_at	AMOT	other	204.8	163.69	224.55	116.63
209522_s_at	CRAT	other	249.3	216.23	309.34	141.44
209523_at	TAF2	other	236.25	273.34	360.92	182.91
209524_at	HDGFRP3	other	192.61	202.21	242.58	138.37
209525_at	HDGFRP3	other	134.69	108.57	145.28	82.239
209526_s_at	HDGFRP3	other	242.77	249.99	322.02	173.68
209527_at	EXOSC2	other	264.13	238.21	347.64	161.41
209528_s_at	TELO2	other	246.28	233.71	347.09	161.17
209529_at	PPAP2C	other	137.82	116.09	154.83	87.145
209530_at	CACNB3	other	318.31	286.58	307.28	164.58
209531_at	GSTZ1	other	210.58	190.86	272.19	144.42
209532_at	PLAA	other	158.67	134.91	185.71	92.302
209533_s_at	PLAA	other	202.89	186.73	248.99	121.43
209534_x_at	AKAP13	other	383.41	365.04	588.6	243.69
209535_s_at	---	other	194.01	155.94	204.24	107.58
209536_s_at	EHD4	other	408.53	363.73	417.43	213.3
209537_at	EXTL2	other	331.72	378.75	465.67	230.46
209538_at	ZNF32	other	372.96	474.38	513.08	306.82
209539_at	ARHGEF6	other	1234.8	1794.1	2491.5	989.19
209540_at	IGF1	other	152.81	124.36	173.51	91.731
209541_at	IGF1	other	137.02	111.96	147.17	86.261
209542_x_at	IGF1	other	235.39	198.1	273.85	142.3
209543_s_at	CD34	immunity	208.14	175.51	266.47	125.23
209544_at	RIPK2	immunity	158.86	136.97	173.55	98.919
209545_s_at	RIPK2	immunity	331.97	299.52	409.14	179.97
209546_s_at	APOL1	immunity	233.68	229.37	307.98	154.84
209547_s_at	SUGP1	other	459.88	532.51	618.69	327.35
209549_s_at	DGUOK	other	638.29	730.69	1076.7	467.5
209550_at	NDN	other	270.12	266.22	340.86	145.72
209551_at	YIPF4	other	163.76	150.12	192.37	112.73
209552_at	PAX8	other	213.05	167.25	235.41	127.07
209553_at	VPS8	other	336.43	344.94	531.48	213.78
209554_at	CD36	immunity	155	133.71	172.59	103.03
209555_s_at	CD36	immunity	137.26	112.71	147.34	78.234
209556_at	NCDN	other	289.25	264.94	373.22	177.7
209557_s_at	NCDN	other	280.52	216.82	320.42	150.21
209558_s_at	HIP1R	other	360.45	360.58	636.91	264.93
209559_at	HIP1R	other	226.01	204.41	293.2	161.32
209560_s_at	DLK1	other	152.6	133.99	168	96.616
209561_at	THBS3	other	244.83	245.13	332.47	168.56
209563_x_at	CALM1 /// CALM2 /// CALM3	immunity	1703.7	2511.6	2880	1565.9
209565_at	RNF113A	other	485.81	567.33	799.41	354.39
209566_at	INSIG2	other	252.99	301.52	418.38	199.06
209567_at	RRS1	other	338.75	341.8	565.9	236.7
209568_s_at	RGL1	other	205.91	178.43	248.74	115.23
209569_x_at	NSG1	other	321.87	243.62	401.92	180.04
209570_s_at	NSG1	other	262.09	233.15	353.3	170.63
209571_at	CIR1	other	185.9	181.45	241.76	127.52
209572_s_at	EED	other	360	469.44	503.17	249.16
209573_s_at	LDLRAD4	other	305.61	211.66	353.39	171
209574_s_at	LDLRAD4	other	365.92	357.71	468.77	226.23
209575_at	IL10RB	immunity	356.63	278.85	525.72	205.18
209576_at	GNAI1	other	136.58	117.44	135.56	76.136
209577_at	PCYT2	other	254.78	246.51	385.73	173.74
209578_s_at	POFUT2	other	315.86	324.31	401.53	211.73
209579_s_at	MBD4	other	542.27	878.31	946.44	486.21
209580_s_at	MBD4	other	318.26	280.87	485.44	186.44
209581_at	PLA2G16	other	171.88	147.19	256.89	118.5
209582_s_at	CD200	immunity	288.61	299.03	331.32	148.34
209583_s_at	CD200	immunity	481.82	532.19	618.24	230.52
209584_x_at	APOBEC3C	immunity	331.04	309.45	462.62	216.3
209585_s_at	MINPP1	other	228.03	265.64	343.64	169.84
209586_s_at	PRUNE	other	564.44	699.63	829.75	436.18
209587_at	PITX1	other	181.38	147.9	195.68	104.67
209588_at	EPHB2	other	251.74	207.69	287.7	150.34
209589_s_at	EPHB2	other	146.37	133.57	175.76	98.229
209590_at	BMP7	other	172.94	159.88	216.81	116.78
209591_s_at	BMP7	other	157.97	137.01	183.5	100.52
209592_s_at	DCAF7	other	314.85	254.88	387.56	175.27
209593_s_at	TOR1B	other	363.42	417.08	576.01	300.17
209594_x_at	PSG9	immunity	211.87	170.8	229.36	119.76
209595_at	GTF2F2	other	152.83	141.43	188.76	108.79
209596_at	MXRA5	immunity	152.67	138.1	195.13	97.23
209597_s_at	PNMA2	other	156.83	133.44	184.64	102.3
209598_at	PNMA2	other	136.45	114.15	160.44	87.513
209599_s_at	PRUNE	other	187.42	161.09	202.54	109.04
209600_s_at	ACOX1	other	184.12	171.22	236.31	122.55
209601_at	ACOX1	other	166.69	135.44	177.92	103.82
209602_s_at	GATA3	immunity	248.4	300.33	236.14	111.14
209603_at	GATA3	immunity	301.41	334.77	276.56	129.4
209604_s_at	GATA3	immunity	1675.6	1265.1	1132.3	309.92
209605_at	TST	other	180	155.64	216.08	117.53
209606_at	CYTIP	other	865.61	1152.8	1344	695.72
209607_x_at	LOC101929857 /// SLX1A-SULT1A3 /// SLX1B-SULT1A4 /// SULT1A3 /// SULT1A4	other	419.37	439.03	794.52	325.16
209608_s_at	ACAT2	other	273.43	210.72	358.11	157.06
209609_s_at	MRPL9	other	374.34	530.62	678.52	325.49
209610_s_at	SLC1A4	other	175.7	157.71	239.32	107.88
209611_s_at	SLC1A4	other	204.45	169.44	237.97	115.27
209612_s_at	ADH1B	other	161.47	138.24	188.61	102.34
209613_s_at	ADH1B	other	111.98	109.26	124.53	74.367
209614_at	ADH1B	other	142.37	127.9	168.29	92.157
209615_s_at	PAK1	immunity	149.6	143.33	242.81	113.47
209616_s_at	CES1 /// LOC100653057	other	194.36	159.93	206.98	121.57
209617_s_at	CTNND2	other	155.84	123.53	173	92.468
209618_at	CTNND2	other	156.43	126.05	165.33	90.535
209619_at	CD74	immunity	1060.9	947.8	1701.7	673.07
209620_s_at	ABCB7	other	396.46	407.55	576.2	273.25
209621_s_at	PDLIM3	other	150.35	136.68	170.22	98.041
209622_at	STK16	other	248.16	218.12	355.94	153.62
209623_at	MCCC2	other	428.39	416.19	710.09	287.18
209624_s_at	MCCC2	other	207.19	158.51	306.24	124.51
209625_at	PIGH	other	274.52	298.78	422.18	221.89
209626_s_at	OSBPL3	other	194.38	189.14	286.05	128.46
209627_s_at	OSBPL3	other	203.66	210.96	284.42	127.26
209628_at	NXT2	other	297.41	282.88	317	174.14
209629_s_at	NXT2	other	261.65	165.04	248.43	102.08
209630_s_at	FBXW2	other	471.24	367.1	768.91	197.68
209631_s_at	GPR37 /// SEL1L2	other	112.76	87.321	119.66	70.766
209632_at	PPP2R3A	other	153.56	117.11	167.85	87.114
209633_at	PPP2R3A	other	206.61	180.52	230.57	125.55
209635_at	AP1S1	other	243.29	335.88	314.47	200.11
209636_at	NFKB2	immunity	186.07	186.25	256.8	139.86
209637_s_at	RGS12	other	219.77	165.11	227.17	110.41
209638_x_at	RGS12	other	197.82	165.53	229.03	128.61
