Probeset	Gene	Type	SP4plus 1	SP4plus 2	SP8plus 1	SP8plus 2
209639_s_at	RGS12	other	171.1	142.84	190.1	110.8
209640_at	PML	immunity	219.49	189	257.95	127.77
209641_s_at	ABCC3	other	177.1	154.67	203.17	112.18
209642_at	BUB1	other	140.93	131.05	155.01	95.044
209643_s_at	PLD2	immunity	242.34	237.54	291.92	158.4
209644_x_at	CDKN2A	other	238.9	198.27	263.07	138.74
209645_s_at	ALDH1B1	other	162.01	133.67	197.73	100.13
209646_x_at	ALDH1B1	other	149.61	116.83	184.06	94.488
209647_s_at	SOCS5	other	236.01	192.27	303.56	126.56
209648_x_at	SOCS5	other	153.69	159.91	233.21	118.01
209649_at	STAM2	other	173.23	175.49	215.4	108.58
209650_s_at	TBC1D22A	other	303.84	298.37	420.29	201.8
209651_at	TGFB1I1	other	148.31	120.54	152.83	87.507
209652_s_at	PGF	other	143.11	127.38	167.69	99.823
209653_at	KPNA4	other	233.66	210.25	295.89	124.46
209654_at	ICE1	other	394.15	536.16	773.23	334.74
209655_s_at	TMEM47	other	138.12	115.69	163.08	82.703
209656_s_at	TMEM47	other	124.08	99.156	135.93	76.79
209657_s_at	HSF2	other	363.83	432.92	585.66	231.41
209658_at	CDC16	other	580.76	764.79	969.48	516.35
209659_s_at	CDC16	other	673.22	822.72	1141.9	511.47
209660_at	TTR	other	244.36	202.16	271.65	129.86
209661_at	KIFC3	other	216.88	186.48	259.94	130.51
209662_at	CETN3	other	309.41	316.63	368.55	187.83
209663_s_at	ITGA7	other	163.05	135.08	184.9	104.26
209664_x_at	NFATC1	immunity	229.75	175.14	259.29	119.9
209665_at	CYB561D2	other	398.45	444.64	638.68	295.76
209666_s_at	CHUK	immunity	179.65	202.43	256.69	131.71
209667_at	CES2	other	298.98	324	509.44	198.13
209668_x_at	CES2	other	383.81	321.84	546.74	199.48
209669_s_at	SERBP1	other	543.05	510.43	751.3	349.08
209670_at	TRAC	immunity	3992.6	4532.3	6462.3	2970.5
209671_x_at	TRAC	immunity	3818.8	3117.3	5066.1	2238.1
209672_s_at	MIOS	other	109.44	89.709	121.95	68.031
209674_at	CRY1	other	260.31	274.57	400.16	189.8
209675_s_at	HNRNPUL1	other	334.48	321.87	483.77	197.65
209676_at	TFPI	other	152.56	120.98	140.44	82.137
209677_at	PRKCI	other	143.81	115.98	139.67	82.146
209678_s_at	PRKCI	other	513.84	629.61	588.86	308.24
209679_s_at	SMAGP	other	193.83	172.85	241.23	117.29
209680_s_at	KIFC1	other	262.62	235.92	313.14	155.58
209681_at	SLC19A2	other	184.69	172.03	211.27	110.28
209682_at	CBLB	immunity	301.95	382.32	525.26	275.23
209683_at	FAM49A	other	132.28	106.52	147.82	81.399
209684_at	RIN2	other	124.96	113.64	137.02	77.872
209685_s_at	PRKCB	immunity	624.83	581.81	1190.6	425.77
209686_at	S100B	immunity	158.13	134.46	273.47	167.63
209687_at	CXCL12	immunity	151	119.05	162.24	85.317
209688_s_at	CCDC93	other	321.38	297.03	417.43	184.61
209689_at	CCDC93	other	172.25	167.27	221.28	111.22
209690_s_at	DOK4	other	170.11	148.56	194.45	109.09
209691_s_at	DOK4	other	162.28	130.4	193.33	96.289
209692_at	EYA2	other	161.35	136.75	188.26	98.786
209693_at	ASTN2	other	143.52	114.9	166.62	89.132
209694_at	PTS	other	270.43	257.95	321.74	159.19
209695_at	PTP4A3	other	260.44	261.73	263.71	141.67
209696_at	FBP1	other	212.63	186.28	227.11	126.79
209697_at	AK125860 /// RP11-582J16.4	other	161.12	136.68	181.47	106.02
209698_at	CCHCR1	other	345.87	299.72	466.97	207.73
209699_x_at	AKR1C2 /// LOC101930400	other	270.63	237.07	267.62	137.14
209700_x_at	PDE4DIP	other	126.55	104.29	144.06	84.036
209701_at	ERAP1	immunity	183.71	147.73	214.36	106.57
209702_at	FTO	other	419.48	440.26	523.13	266.5
209703_x_at	METTL7A	other	351.59	305.37	439.2	226.47
209704_at	MTF2	other	327.16	295.93	430.59	187.76
209705_at	MTF2	other	369.21	453.42	592.21	291.43
209706_at	NKX3-1	other	166.25	133.23	183.78	97.064
209707_at	PIGK	other	262.81	251.65	352.21	169.27
209708_at	MOXD1	other	178.09	148.27	202.16	104.74
209709_s_at	HMMR	other	179.81	159.35	182.02	104.6
209710_at	GATA2	other	174.86	148.55	197.38	109.44
209711_at	SLC35D1	other	469.4	399.62	731.34	266.31
209712_at	SLC35D1	other	365.73	380.55	561.37	260
209713_s_at	SLC35D1	other	234.94	182.26	271.9	124.12
209714_s_at	CDKN3	other	170.64	170.24	202.78	109.41
209715_at	CBX5	other	209.71	232.83	248.86	134.81
209716_at	CSF1	immunity	220.54	193.9	286.31	134.57
209717_at	EVI5	other	151.72	128.91	175.15	87.364
209718_at	NCAPH2	other	308.87	298.62	392.31	217.36
209719_x_at	SERPINB3	other	172.72	149.24	199.46	102.62
209720_s_at	SERPINB3	other	117.42	86.963	120.29	70.076
209721_s_at	IFFO1	other	472.21	522.58	766.51	320.29
209722_s_at	SERPINB9	immunity	219.13	146.5	254.21	98.836
209723_at	SERPINB9	immunity	563.84	517.37	826.28	265.88
209724_s_at	ZBTB14	other	375.13	466.47	570.26	275.87
209725_at	UTP20	other	236.53	215.29	312.03	146.38
209726_at	CA11	other	254.45	214.25	291.95	135.79
209727_at	GM2A	other	259.64	188.85	307.26	138.81
209728_at	HLA-DRB4	immunity	231.48	188.49	267.13	124.4
209729_at	GAS2L1	other	169.32	147.38	190.12	110.83
209730_at	SEMA3F	immunity	198.16	186.62	233	133.46
209731_at	NTHL1	other	176.93	171.5	233.6	133.09
209732_at	CLEC2B	other	641.01	770.9	1166.4	580.2
209733_at	MID2	immunity	157.62	150.46	181.04	101.23
209734_at	NCKAP1L	other	761.95	330.28	1179	225.55
209735_at	ABCG2	other	161.33	135.77	201.85	99.035
209736_at	SOX13	other	230.03	211.69	294.42	149.01
209737_at	MAGI2	other	143.24	114.3	153.36	84.832
209738_x_at	PSG6	immunity	169.48	134.18	179.84	101.77
209739_s_at	PNPLA4	other	235.11	221.04	307.01	160.08
209740_s_at	PNPLA4	other	187.64	185.58	228.08	120.34
209741_x_at	SCAPER	other	232.82	208.23	286.03	141.03
209742_s_at	MYL2	other	176.38	133.4	184.69	104.02
209743_s_at	ITCH	immunity	182.31	158.38	213.81	117.01
209744_x_at	ITCH	immunity	230.02	187.54	288.29	135.76
209745_at	COQ7	other	194.31	176.08	242.11	126.24
209746_s_at	COQ7	other	238.82	192.93	271.77	132.16
209747_at	TGFB3	other	231.76	204.09	297.91	141.84
209748_at	SPAST	other	230.72	243.05	308.99	155.81
209749_s_at	ACE	other	184.44	161.83	209.92	116.69
209750_at	NR1D2	other	193.16	220.56	236.92	155.78
209751_s_at	TRAPPC2 /// TRAPPC2P1	other	252.71	300.66	411.43	209.84
209752_at	REG1A	other	149.73	124.06	169.52	92.996
209753_s_at	TMPO	other	359.39	295.58	386.72	178.96
209754_s_at	TMPO	other	386.07	348.79	362.54	223.67
209755_at	NMNAT2	other	170.85	140.63	181.96	100.51
209756_s_at	MYCN	other	175.68	156.02	210.84	123.54
209757_s_at	MYCN	other	164.33	143.38	186.8	102.58
209758_s_at	MFAP5	other	192.79	144.29	215.78	113.92
209759_s_at	ECI1	other	285.38	253.76	282.35	151.07
209760_at	KIAA0922	other	716.46	820.99	1161.3	472.32
209761_s_at	SP110	other	916.96	565.62	1093.7	335.16
209762_x_at	SP110	other	931.53	932.27	1125.7	503.01
209763_at	CHRDL1	other	164.21	128.22	183.75	94.032
209764_at	MGAT3	other	190.41	162.39	231.03	121.75
209765_at	ADAM19	other	206.09	159.38	219.43	98.367
209766_at	PRDX3	other	213.14	172.92	266.5	119.69
209767_s_at	GP1BB /// SEPT5 /// SEPT5-GP1BB	other	187.11	161.08	222.8	115.81
209768_s_at	SEPT5-GP1BB	other	168.79	150.59	208.98	113.93
209769_s_at	SEPT5-GP1BB	other	187.54	196.41	230.54	143.74
209770_at	BTN3A1	immunity	561.95	614.33	1077.4	483.74
209771_x_at	CD24	immunity	163.5	119.71	171.01	93.869
209772_s_at	CD24	immunity	168.64	137.82	182.36	102.14
209773_s_at	RRM2	other	232.83	296.38	218.81	152.59
209774_x_at	CXCL2	immunity	137.31	110.62	151.87	82.368
209775_x_at	SLC19A1	other	139.98	112.46	168.22	89.555
209776_s_at	LOC101928717 /// SLC19A1	other	168.15	129.16	195.87	97.314
209777_s_at	LOC101928717 /// SLC19A1	other	284.07	224.92	343.48	155.63
209778_at	TRIP11	other	194.52	179.8	244.41	122.52
209779_at	LLPH	other	137.62	117.05	155.62	86.144
209780_at	PHTF2	other	281.88	269.77	296.79	133.66
209781_s_at	KHDRBS3	other	158.52	127.67	181.74	93.573
209782_s_at	DBP	other	340.04	281.48	413.4	198.39
209783_at	DBP	other	183.18	155.78	220.6	116.02
209784_s_at	JAG2	other	237.27	201.88	271.29	130.63
209785_s_at	PLA2G4C	other	191.09	157.97	208.07	108.04
209786_at	HMGN4	other	442.37	700.72	736.49	339.95
209787_s_at	HMGN4	other	554.6	732.12	823.98	382.95
209788_s_at	ERAP1	immunity	424.43	382.32	644.52	242.14
209789_at	CORO2B	other	179.21	141.97	210.26	102.45
209790_s_at	CASP6	other	295.6	265.7	339.11	172.44
209791_at	PADI2	other	274.53	236.2	328.86	169.84
209792_s_at	KLK10	other	184.61	162.05	212.03	112.76
209793_at	GRIA1	other	161.01	138.05	175.01	99.152
209794_at	SRGAP3	other	253.09	244.8	318.9	160.91
209795_at	CD69	other	605.36	856.32	1029.9	466.85
209796_s_at	CNPY2	other	391.8	435.34	556.27	239.39
209797_at	CNPY2	other	332.18	324.2	460.1	214.5
209798_at	NPAT	other	415.55	504.18	645.25	347.88
209799_at	PRKAA1	other	171.86	148.99	202.9	100.12
209800_at	KRT16	other	131.67	113.89	164.42	88.715
209802_at	PHLDA2	other	161.27	144.69	176.96	110.19
209803_s_at	PHLDA2	other	114.1	93.737	121.2	72.984
209804_at	DCLRE1A	other	247.33	242.55	301.77	142.92
209805_at	PMS2 /// PMS2CL	immunity	292.24	266.71	380.14	190.81
209806_at	HIST1H2BK	immunity	940.25	1200	1465.3	711.05
209807_s_at	NFIX	other	151.07	130.6	180.87	95.197
209808_x_at	ING1	other	339.99	303.04	441.82	212.77
209810_at	SFTPB	other	168.02	140.61	174.18	107.22
209811_at	CASP2	other	167.86	122.55	244.41	97.967
209812_x_at	CASP2	other	258.89	196.92	322.56	142.85
209813_x_at	TARP /// TRGC2 /// TRGV9	immunity	700.4	725.11	2938	1004.4
209814_at	ZNF330	other	362.38	398.34	526.93	267.62
209815_at	PTCH1	other	195.72	187.57	408.81	181.92
209816_at	PTCH1	other	156.35	130.26	175.86	97.754
209817_at	PPP3CB	immunity	200.73	191.12	248.46	122.19
209818_s_at	HABP4	other	222.61	186.75	265.7	147.36
209819_at	HABP4	other	115.76	95.766	122.57	78.472
209820_s_at	TBL3	other	305.86	250.86	388.1	177.91
209821_at	IL33	immunity	108.08	88.931	114.49	70.891
209822_s_at	VLDLR	other	144.33	113.72	159.74	87.744
209823_x_at	HLA-DQB1 /// LOC101060835	immunity	192.59	170.83	250.51	125.05
209824_s_at	ARNTL	other	433.13	428.48	855.9	366.01
209825_s_at	MIR3658 /// UCK2	other	196.5	172.25	254.05	122.39
209826_at	EGFL8 /// PPT2 /// PPT2-EGFL8	other	247.77	246.08	394.01	208.92
209827_s_at	IL16	immunity	1964.5	1956.6	2576.7	1183.9
209828_s_at	IL16	immunity	618.5	716.9	801.82	341.07
209829_at	FAM65B	other	433.23	537.24	724.3	359.5
209830_s_at	SLC9A3R2	other	139.33	127.8	158.28	103.75
209831_x_at	DNASE2	other	463.38	352.48	517.12	242.01
209832_s_at	CDT1	other	159.73	149.71	172.67	99.988
209833_at	CRADD	other	262.59	237.18	335.1	170.17
209834_at	CHST3	other	233.37	200.72	266.87	135.16
209835_x_at	CD44	other	649.15	723.97	940.02	485.4
209836_x_at	BOLA2 /// BOLA2B	other	481.37	538.57	871.92	435.8
209837_at	AP4M1	other	224.2	199.92	246.77	139.07
209838_at	COPS2	other	140.22	133.82	169.22	96.605
209839_at	DNM3	other	147.68	128.5	171.22	94.404
209840_s_at	LRRN3	immunity	1302.4	1208.4	2542.6	1273.9
209841_s_at	LRRN3	immunity	964.12	1194.7	2406.5	1209.4
209842_at	SOX10	other	207.82	159.89	238.99	114.31
209843_s_at	SOX10	other	266.08	260.3	304.9	176.02
209844_at	HOXB13	other	153.3	140.06	172.77	102.96
209845_at	MKRN1	other	235.86	274.31	375.17	176.39
209846_s_at	BTN3A2	immunity	903.17	587.34	1329.2	478.57
209847_at	CDH17	other	172.36	134.12	187.06	99.316
209848_s_at	PMEL	other	204.77	179.66	249.99	134.16
209849_s_at	RAD51C	other	294.87	302.63	386.04	198.28
209850_s_at	CDC42EP2	other	297.1	271.87	346.76	200.36
209851_at	ZC3H13	other	202.44	173.18	240.87	117.05
209852_x_at	PSME3	other	640.64	667.86	1036.5	421.66
209853_s_at	PSME3	other	328.64	237.87	416.24	160.69
209854_s_at	KLK2	other	160.02	130.68	177.33	97.159
209855_s_at	KLK2	other	199.66	165.45	243.22	116.77
209856_x_at	ABI2	other	360.53	259.82	377.18	164.93
209857_s_at	SPHK2	other	224.43	207.57	306.92	140.72
209858_x_at	MPPE1	other	644.52	669.06	982.47	421.03
209859_at	TRIM9	other	145.48	115.21	179.21	88.037
209860_s_at	ANXA7	other	610.32	577.6	784.76	344.23
209861_s_at	METAP2	other	435.92	529.92	672.95	306.94
209862_s_at	CEP57	other	354.96	385.7	566.24	255.3
209863_s_at	TP63	other	171.66	146.29	189.93	97.096
209864_at	FRAT2	other	253.21	279.7	371.61	187.93
209865_at	SLC35A3	other	165.36	134.47	233.82	105.68
209866_s_at	LPHN3	other	151.31	112.54	158.82	89.386
209867_s_at	LPHN3	other	172.83	133.89	186.92	95.142
209868_s_at	RBMS1	other	993.71	886.54	1189.7	504.47
209869_at	ADRA2A	other	182.9	130.77	188.84	95.557
209870_s_at	APBA2	other	324.28	341.44	476.65	219.51
209871_s_at	APBA2	other	300.19	328.15	370.62	199.17
209872_s_at	PKP3	other	150.02	128.84	164.17	90.562
209873_s_at	PKP3	other	232.07	204.8	303.7	144.02
209874_x_at	CNNM2	other	251.71	241.13	302.48	159.15
209875_s_at	SPP1	other	136.55	117.98	151.34	80.274
209876_at	GIT2	other	240.53	184.2	275.37	120.47
209877_at	SNCG	other	213.53	191.77	252.72	133.3
209878_s_at	RELA	immunity	340.08	262.73	440.9	172.6
209879_at	SELPLG	other	592.24	737.8	1584	678.1
209880_s_at	SELPLG	other	356.9	325.36	586.75	263.93
209881_s_at	LAT	immunity	1732.3	1849.2	2332	1106.9
209882_at	RIT1	other	258.9	240.91	309.62	156.84
209883_at	COLGALT2	other	164.05	127.07	190.74	98.898
209884_s_at	SLC4A7	other	197.3	192.02	275.01	129.21
209885_at	RHOD	other	176.3	147.36	193.87	112.8
209886_s_at	SMAD6	immunity	159.7	141.63	183.12	107.61
209887_at	SMAD6	immunity	187.28	163.36	233.46	114.74
209888_s_at	MYL1	other	185.51	158.11	205.68	117.76
209889_at	SEC31B	other	477.76	532.42	1281.9	498.28
209890_at	TSPAN5	other	242.15	214.84	308.89	161.23
209891_at	SPC25	other	142.97	126.32	148.61	86.611
209892_at	FUT4	other	269.68	287	359.29	164.38
209893_s_at	FUT4	other	210.37	201.89	251.43	127.99
209894_at	LEPR /// LEPROT	immunity	126.99	114.87	146.72	84.61
209895_at	PTPN11	immunity	247.91	183.7	284.32	127.29
209896_s_at	PTPN11	immunity	347.07	299.62	494	182.54
209897_s_at	SLIT2	other	187.24	169.18	205.62	118.05
209898_x_at	ITSN2	other	435.27	447.73	700.63	318.92
209899_s_at	PUF60	other	812.05	1051.5	1324.9	693.73
209900_s_at	SLC16A1	other	168.16	159.11	221.89	109.15
209901_x_at	AIF1	other	472.03	518.43	770.9	399.48
209902_at	ATR	other	240.77	235.68	347.89	166.97
209903_s_at	ATR	other	345.76	438.75	593.98	271.74
209904_at	TNNC1	other	143.17	121.29	156.03	88.591
209905_at	HOXA10-HOXA9 /// HOXA9 /// MIR196B	other	159.43	128.65	175.03	95.839
209906_at	C3AR1	other	177.99	149.35	221.31	119.42
209907_s_at	ITSN2	other	479.03	528.82	846.97	347.39
209908_s_at	TGFB2	immunity	125.21	106.6	142.08	81.337
209909_s_at	TGFB2	immunity	121.33	96.422	125.86	72.235
209910_at	SLC25A16	other	160.51	141.59	189.98	102.85
209911_x_at	HIST1H2BD	immunity	628.28	624.17	935.29	394.08
209912_s_at	AP5Z1 /// MIR4656	other	244.81	229.55	361.77	170.02
209913_x_at	AP5Z1 /// MIR4656	other	188.72	200.72	286.4	141.43
209914_s_at	NRXN1	other	141.96	115.23	168.71	92.474
209915_s_at	NRXN1	other	159.76	129.51	172.06	94.388
209916_at	DHTKD1	other	175.34	152.86	207.92	117.53
209917_s_at	TP53TG1	other	200.19	215.73	265.73	145.1
209918_at	GGTLC2	immunity	208.39	178	239.71	134.01
209919_x_at	GGT1 /// GGT2 /// GGTLC1 /// GGTLC2	immunity	231.52	226.82	291.53	149.17
209920_at	BMPR2	other	184.09	152.59	208.48	105.93
209921_at	SLC7A11	other	136.72	115.78	152.38	86.022
209922_at	BRAP	other	130.65	109.63	145.44	81.664
209923_s_at	BRAP	other	242.26	240.61	322.54	165.82
209924_at	CCL18	immunity	176.09	156.21	221.8	118.18
209925_at	OCLN	other	188.24	144.79	214.26	112.15
209926_at	MEF2BNB	other	192.86	197.75	246.15	145.55
209927_s_at	CHTOP	other	372.62	202.67	450.26	137.53
209928_s_at	MSC	other	155.13	122.67	166.72	95.656
209929_s_at	IKBKG	immunity	377.91	357	533.35	234.45
209930_s_at	NFE2	other	137.07	108.98	148.55	86.617
209931_s_at	FKBP1B /// MFSD2B	other	170.9	147.02	201.69	105.34
209932_s_at	DUT	other	729.22	821.94	893.62	468.69
209933_s_at	CD300A	immunity	286.63	311.7	366.34	176.17
209934_s_at	ATP2C1	other	200.34	211.05	268.41	147.61
209935_at	ATP2C1	other	170.03	159.51	226.53	109.81
209936_at	RBM5	other	205.61	148.15	240.06	109.25
209937_at	TM4SF4	other	204.42	165.53	205.27	112.92
209938_at	TADA2A	other	235.19	191.27	275.06	135.62
209939_x_at	CFLAR	other	505.86	394.03	589.46	233.67
209940_at	PARP3	other	198.91	185.17	269.62	129.3
209941_at	RIPK1	immunity	314.31	265.06	447.24	171
209942_x_at	MAGEA3 /// MAGEA6	other	184.67	136.31	194.25	102.91
209943_at	FBXL4	other	212.55	204.04	241.08	128.46
209944_at	PTGR2 /// ZNF410	other	436.9	548.2	629.17	324.23
209945_s_at	GSK3B	immunity	249.33	289.2	376.73	203.18
209946_at	VEGFC	other	164.42	136.19	176.56	101.47
209947_at	UBAP2L	other	258.09	228.88	353.02	149.32
209948_at	KCNMB1	other	195.19	174.87	231.08	117.04
209949_at	NCF2	immunity	142.5	121.58	152.73	87.289
209950_s_at	VILL	other	373.95	349.14	501.11	241.7
209951_s_at	MAP2K7	immunity	156.74	130.87	168.46	97.624
209952_s_at	MAP2K7	immunity	154.63	138.73	188.87	103.28
209953_s_at	CDC37	other	576.38	362.16	777.24	230.81
209954_x_at	SS18	other	357.85	222.14	344.75	140.35
209955_s_at	FAP	other	170.65	132.02	180.77	97.843
209956_s_at	CAMK2B	other	127.77	100.18	132.32	74.581
209957_s_at	NPPA	other	265.39	250.51	336.54	177.51
209958_s_at	BBS9	other	240.95	231.85	304.16	156.43
209959_at	NR4A3	other	430.83	429.62	574.7	188.27
209960_at	HGF	other	112.37	93.035	119.22	67.748
209961_s_at	HGF	other	245.56	220.17	312.33	152.35
209962_at	EPOR	other	185.57	188.56	215.47	126.73
209963_s_at	EPOR	other	184.52	168.72	211.7	118.29
209964_s_at	ATXN7	other	302	237.77	447.96	167.63
209965_s_at	RAD51D	other	242.64	203.04	316.12	138.34
209966_x_at	ESRRG	other	152.7	121.19	166.82	96.192
209967_s_at	CREM	other	311.09	324.51	294.88	162.57
209968_s_at	NCAM1	immunity	210.26	166.21	236.33	125.28
209969_s_at	STAT1	other	616.88	746.67	997.62	414.91
209970_x_at	CASP1	immunity	366.26	364.38	423.51	194.36
209971_x_at	AIMP2	other	420.61	435.81	612.58	299.92
209972_s_at	AIMP2	other	190.94	146.59	228.24	109.58
209973_at	NFKBIL1	other	218.05	202.35	253.79	139.14
209974_s_at	BUB3	other	540.88	804.75	904.81	563.73
209975_at	CYP2E1	other	168.87	141.48	202.37	97.451
209976_s_at	CYP2E1	other	158.51	128.8	180.56	94.967
209977_at	PLG	other	191.67	158.05	225.32	120.49
209978_s_at	LPA /// PLG	other	157.87	129.36	173.24	96.491
209979_at	ADARB1	immunity	195.93	172.61	215.28	127.77
209980_s_at	MIR6778 /// SHMT1	other	219.67	196.58	283.61	144.96
209981_at	CSDC2	other	234.96	197.76	272.39	142.66
209982_s_at	NRXN2	other	142.67	117.83	157.67	91.255
209983_s_at	NRXN2	other	138.14	120.23	161.89	88.36
209984_at	KDM4C	other	323.51	408.42	458.01	257.97
209985_s_at	ASCL1	other	137.61	127.56	160.61	95.471
209986_at	LOC101929036 /// PAH	other	146.11	118.38	156.99	89.245
209987_s_at	ASCL1	other	136.45	110.44	145.99	85.45
209988_s_at	ASCL1	other	134.86	105.05	133.26	79.536
209989_at	ZNF268	other	153.98	149.61	196.77	104.74
209990_s_at	GABBR2	other	134.22	112.31	145.61	80.669
209991_x_at	GABBR2	other	171.07	154.2	190.12	113.77
209992_at	PFKFB2	other	190.92	163.34	210.47	107.15
209993_at	ABCB1	other	320.48	331.2	509.45	255.63
209994_s_at	ABCB1 /// ABCB4	other	260.71	257.44	393.94	196.88
209995_s_at	TCL1A	other	211.34	185.51	248.21	128.23
209996_x_at	PCM1	other	156.49	129.43	178.05	94.588
209997_x_at	PCM1	other	235.54	175.45	242.62	126.04
209998_at	PIGO	other	320.42	245.71	472.99	173.71
209999_x_at	SOCS1	other	245.79	198.67	309.46	128.65
210000_s_at	SOCS1	other	115.69	103.67	127.68	76.783
210001_s_at	SOCS1	other	288.09	304.85	377.71	171.51
210002_at	GATA6	other	108.84	91.359	120.97	71.962
210004_at	OLR1	immunity	163.53	123.68	180.7	96.913
210005_at	GART	other	150.66	149	202.77	101.4
210006_at	ABHD14A /// ACY1	other	278.36	279.26	428.02	212.8
210007_s_at	GPD2	other	145.94	113.49	149.62	79.145
210008_s_at	MRPS12	other	175.72	148.05	218.65	114.36
210009_s_at	GOSR2	other	221.69	170.02	240.5	122.64
210010_s_at	SLC25A1	other	268.44	273.99	393.45	194.76
210011_s_at	EWSR1	other	455.8	438.73	689	277.38
210012_s_at	EWSR1	other	156.43	109.88	173.73	81.544
210013_at	HPX	immunity	265.58	212.74	301.19	149.16
210014_x_at	IDH3B	other	845.18	660.47	1124.7	419.72
210015_s_at	MAP2	other	171.28	134.67	188.74	98.85
210016_at	MYT1L	other	216.59	112.54	316.25	84.258
210017_at	MALT1	immunity	258.99	274.84	278.44	158.98
210018_x_at	MALT1	immunity	520.81	399.8	495.11	210
210019_at	CALML3	other	157.6	133.75	172.53	102.07
210020_x_at	CALML3	other	178.85	160.86	205.19	111.54
210021_s_at	CCNO	other	219.39	171.85	227.7	115.47
210022_at	PCGF1	other	387.85	315.68	502.92	205.73
210023_s_at	PCGF1	other	399.71	353.44	519.25	229.26
210024_s_at	UBE2E3	other	669	694.42	794.89	401.24
210025_s_at	CARD10	other	203.8	181.25	234.56	135.18
210026_s_at	CARD10	other	176.07	136.73	183.44	95.846
210027_s_at	APEX1	other	1597.7	1740.7	2517.4	1134.8
210028_s_at	ORC3	other	276.12	307.23	343.94	186.6
210029_at	IDO1	immunity	199.6	183.72	240	122.85
210030_at	---	other	155.84	136.99	193.1	109.51
210031_at	CD247	immunity	4756.7	2557.1	4123.1	1172.6
210032_s_at	SPAG6	other	192.31	150.7	204.17	109.92
210033_s_at	SPAG6	other	144.94	120.36	162.55	86.418
210034_s_at	RPL5 /// SNORD21	other	141.4	115.78	170.68	88.505
210035_s_at	RPL5 /// SNORA66 /// SNORD21	other	114.55	97.422	115.25	69.963
210036_s_at	KCNH2	other	276.03	234.84	306.54	170.2
210037_s_at	NOS2	immunity	172.05	141.29	204.19	103.65
210038_at	PRKCQ	immunity	637.22	613.75	974.05	487.7
210039_s_at	PRKCQ	immunity	451.07	401.39	701.19	327.27
210040_at	SLC12A5	other	183.45	142.93	193.44	98.541
210041_s_at	PGM3	other	171.45	144.33	198.93	107.38
210042_s_at	CTSZ	other	146.9	130.2	179.22	97.17
210043_at	FRMD8	other	232.79	200.8	306.42	130.83
210044_s_at	LYL1	other	239.95	202.33	280.35	142.39
210045_at	IDH2	other	286.01	242.52	400.77	167.47
210046_s_at	IDH2	other	893.86	961.13	1326.8	610.11
210047_at	SLC11A2	other	219.97	177.33	259.88	130.86
210048_at	NAPG	other	227.86	181.22	248.62	135.09
210049_at	SERPINC1	other	165.71	130.41	188.87	94.311
210050_at	TPI1	other	206.65	173.13	236.33	128.72
210051_at	RAPGEF3	other	183.15	153.07	218.92	114.26
